variable,source,itemid,label,value_source,train_measurement_count,train_sample_count,train_sample_coverage
chartevents::229470::24 Gauge Dressing Occlusive::valuenum,chartevents,229470,24 Gauge Dressing Occlusive,valuenum,1,1,0.00012468827930174563
chartevents::229472::24 Gauge placed in outside facility::valuenum,chartevents,229472,24 Gauge placed in outside facility,valuenum,1,1,0.00012468827930174563
chartevents::229473::24 Gauge placed in the field::valuenum,chartevents,229473,24 Gauge placed in the field,valuenum,1,1,0.00012468827930174563
chartevents::228614::Pressure Ulcer #5- Depth::valuenum,chartevents,228614,Pressure Ulcer #5- Depth,valuenum,1,1,0.00012468827930174563
chartevents::229475::Indwelling Port (PortaCath) Power Port::valuenum,chartevents,229475,Indwelling Port (PortaCath) Power Port,valuenum,1,1,0.00012468827930174563
chartevents::227864::Activity HR - Aerobic Capacity::valuenum,chartevents,227864,Activity HR - Aerobic Capacity,valuenum,1,1,0.00012468827930174563
chartevents::227866::Activity RR - Aerobic Capacity::valuenum,chartevents,227866,Activity RR - Aerobic Capacity,valuenum,1,1,0.00012468827930174563
chartevents::227867::Activity O2 Sat - Aerobic Capacity::valuenum,chartevents,227867,Activity O2 Sat - Aerobic Capacity,valuenum,1,1,0.00012468827930174563
chartevents::227926::Activity O2 sat - Aerobic Activity Response::valuenum,chartevents,227926,Activity O2 sat - Aerobic Activity Response,valuenum,1,1,0.00012468827930174563
chartevents::228869::HM II- Perc Lock fully engaged::valuenum,chartevents,228869,HM II- Perc Lock fully engaged,valuenum,1,1,0.00012468827930174563
labevents::51232::Hypersegmented Neutrophils::valuenum,labevents,51232,Hypersegmented Neutrophils,valuenum,1,1,0.00012468827930174563
"labevents::51030::Chloride, Body Fluid::valuenum",labevents,51030,"Chloride, Body Fluid",valuenum,1,1,0.00012468827930174563
"labevents::51039::Osmolality, Body Fluid::valuenum",labevents,51039,"Osmolality, Body Fluid",valuenum,1,1,0.00012468827930174563
"labevents::51041::Potassium, Body Fluid::valuenum",labevents,51041,"Potassium, Body Fluid",valuenum,1,1,0.00012468827930174563
"labevents::51042::Sodium, Body Fluid::valuenum",labevents,51042,"Sodium, Body Fluid",valuenum,1,1,0.00012468827930174563
labevents::51366::Bands::valuenum,labevents,51366,Bands,valuenum,1,1,0.00012468827930174563
labevents::51467::Broad Casts::valuenum,labevents,51467,Broad Casts,valuenum,1,1,0.00012468827930174563
labevents::50961::Methotrexate::valuenum,labevents,50961,Methotrexate,valuenum,1,1,0.00012468827930174563
labevents::51263::Plasma Cells::valuenum,labevents,51263,Plasma Cells,valuenum,1,1,0.00012468827930174563
labevents::51122::Nucleated RBC::valuenum,labevents,51122,Nucleated RBC,valuenum,1,1,0.00012468827930174563
labevents::52270::Metamyelocytes::valuenum,labevents,52270,Metamyelocytes,valuenum,1,1,0.00012468827930174563
labevents::52279::Plasma::valuenum,labevents,52279,Plasma,valuenum,1,1,0.00012468827930174563
labevents::51733::STX2::valuenum,labevents,51733,STX2,valuenum,1,1,0.00012468827930174563
labevents::51209::Factor XI::valuenum,labevents,51209,Factor XI,valuenum,1,1,0.00012468827930174563
labevents::52225::Basophils::valuenum,labevents,52225,Basophils,valuenum,1,1,0.00012468827930174563
labevents::51225::Hemoglobin F::valuenum,labevents,51225,Hemoglobin F,valuenum,1,1,0.00012468827930174563
labevents::51165::CD19 %::valuenum,labevents,51165,CD19 %,valuenum,1,1,0.00012468827930174563
labevents::51166::CD19 Absolute Count::valuenum,labevents,51166,CD19 Absolute Count,valuenum,1,1,0.00012468827930174563
labevents::51169::CD20 %::valuenum,labevents,51169,CD20 %,valuenum,1,1,0.00012468827930174563
labevents::51170::CD20 Absolute Count::valuenum,labevents,51170,CD20 Absolute Count,valuenum,1,1,0.00012468827930174563
labevents::50865::Amikacin::valuenum,labevents,50865,Amikacin,valuenum,1,1,0.00012468827930174563
labevents::51174::CD3 %::valuenum,labevents,51174,CD3 %,valuenum,1,1,0.00012468827930174563
labevents::51175::CD3 Absolute Count::valuenum,labevents,51175,CD3 Absolute Count,valuenum,1,1,0.00012468827930174563
labevents::51185::CD5 %::valuenum,labevents,51185,CD5 %,valuenum,1,1,0.00012468827930174563
labevents::51186::CD5 Absolute Count::valuenum,labevents,51186,CD5 Absolute Count,valuenum,1,1,0.00012468827930174563
"labevents::51063::Osmolality, Stool::valuenum",labevents,51063,"Osmolality, Stool",valuenum,1,1,0.00012468827930174563
labevents::50899::Carbamazepine::valuenum,labevents,50899,Carbamazepine,valuenum,1,1,0.00012468827930174563
"labevents::51036::Lipase, Body Fluid::valuenum",labevents,51036,"Lipase, Body Fluid",valuenum,1,1,0.00012468827930174563
"labevents::51072::Amylase, Urine::valuenum",labevents,51072,"Amylase, Urine",valuenum,1,1,0.00012468827930174563
"labevents::51073::Amylase/Creatinine Ratio, Urine::valuenum",labevents,51073,"Amylase/Creatinine Ratio, Urine",valuenum,1,1,0.00012468827930174563
labevents::51066::24 hr Calcium::valuenum,labevents,51066,24 hr Calcium,valuenum,1,1,0.00012468827930174563
labevents::51080::Creatinine Clearance::valuenum,labevents,51080,Creatinine Clearance,valuenum,1,1,0.00012468827930174563
"labevents::51081::Creatinine, Serum::valuenum",labevents,51081,"Creatinine, Serum",valuenum,1,1,0.00012468827930174563
labevents::51101::Total Collection Time::valuenum,labevents,51101,Total Collection Time,valuenum,1,1,0.00012468827930174563
labevents::51106::Urine Creatinine::valuenum,labevents,51106,Urine Creatinine,valuenum,1,1,0.00012468827930174563
"labevents::51109::Urine Volume, Total::valuenum",labevents,51109,"Urine Volume, Total",valuenum,1,1,0.00012468827930174563
labevents::51480::Hematocrit::valuenum,labevents,51480,Hematocrit,valuenum,1,1,0.00012468827930174563
labevents::51367::Basophils::valuenum,labevents,51367,Basophils,valuenum,1,1,0.00012468827930174563
labevents::51204::Factor V::valuenum,labevents,51204,Factor V,valuenum,1,1,0.00012468827930174563
"labevents::50850::Triglycerides, Ascites::valuenum",labevents,50850,"Triglycerides, Ascites",valuenum,1,1,0.00012468827930174563
labevents::51111::Bands::valuenum,labevents,51111,Bands,valuenum,1,1,0.00012468827930174563
labevents::50926::Follicle Stimulating Hormone::valuenum,labevents,50926,Follicle Stimulating Hormone,valuenum,1,1,0.00012468827930174563
labevents::50958::Luteinizing Hormone::valuenum,labevents,50958,Luteinizing Hormone,valuenum,1,1,0.00012468827930174563
labevents::51430::Metamyelocytes::valuenum,labevents,51430,Metamyelocytes,valuenum,1,1,0.00012468827930174563
